#SampleID	RSID	visitno	sex	RUNCENTER	HMPbodysubsite	Mislabeled	Contaminated	Description
700021682	763536994	1	male	WUGC	Anterior_nares	NA	NA	HMP_Human_metagenome_sample_700021682_from_subject_763536994__sex_male_
700021683	763820215	1	female	WUGC	Tongue_dorsum	NA	NA	HMP_Human_metagenome_sample_700021683_from_subject_763820215__sex_female_
700021684	763820215	1	female	WUGC	Hard_palate	NA	NA	HMP_Human_metagenome_sample_700021684_from_subject_763820215__sex_female_
700021685	763820215	1	female	WUGC	Buccal_mucosa	NA	NA	HMP_Human_metagenome_sample_700021685_from_subject_763820215__sex_female_
700021807	763678604	1	male	WUGC	Stool	NA	NA	HMP_Human_metagenome_sample_700021807_from_subject_763678604__sex_male_
700021808	763678604	1	male	WUGC	Left_Retroauricular_crease	NA	NA	HMP_Human_metagenome_sample_700021808_from_subject_763678604__sex_male_
700021809	763678604	1	male	WUGC	Right_Retroauricular_crease	NA	NA	HMP_Human_metagenome_sample_700021809_from_subject_763678604__sex_male_
700021810	763678604	1	male	WUGC	Left_Antecubital_fossa	NA	NA	HMP_Human_metagenome_sample_700021810_from_subject_763678604__sex_male_
700021812	763678604	1	male	WUGC	Anterior_nares	NA	NA	HMP_Human_metagenome_sample_700021812_from_subject_763678604__sex_male_
700021816	763678604	1	male	WUGC	Hard_palate	NA	NA	HMP_Human_metagenome_sample_700021816_from_subject_763678604__sex_male_
700021817	763678604	1	male	WUGC	Buccal_mucosa	NA	NA	HMP_Human_metagenome_sample_700021817_from_subject_763678604__sex_male_
700021818	763678604	1	male	WUGC	Attached_Keratinized_gingiva	NA	NA	HMP_Human_metagenome_sample_700021818_from_subject_763678604__sex_male_
700021820	763678604	1	male	WUGC	Throat	NA	NA	HMP_Human_metagenome_sample_700021820_from_subject_763678604__sex_male_
700021887	763820215	1	female	WUGC	Attached_Keratinized_gingiva	NA	NA	HMP_Human_metagenome_sample_700021887_from_subject_763820215__sex_female_
700021888	763820215	1	female	WUGC	Palatine_Tonsils	NA	NA	HMP_Human_metagenome_sample_700021888_from_subject_763820215__sex_female_
700021889	763820215	1	female	WUGC	Throat	NA	NA	HMP_Human_metagenome_sample_700021889_from_subject_763820215__sex_female_
700021890	763820215	1	female	WUGC	Supragingival_plaque	NA	NA	HMP_Human_metagenome_sample_700021890_from_subject_763820215__sex_female_
700021895	763820215	1	female	WUGC	Right_Retroauricular_crease	NA	NA	HMP_Human_metagenome_sample_700021895_from_subject_763820215__sex_female_
700021896	763820215	1	female	WUGC	Left_Antecubital_fossa	NA	NA	HMP_Human_metagenome_sample_700021896_from_subject_763820215__sex_female_
700021899	763820215	1	female	WUGC	Vaginal_introitus	NA	NA	HMP_Human_metagenome_sample_700021899_from_subject_763820215__sex_female_
700021900	763820215	1	female	WUGC	Mid_vagina	NA	NA	HMP_Human_metagenome_sample_700021900_from_subject_763820215__sex_female_
700021901	763820215	1	female	WUGC	Posterior_fornix	NA	NA	HMP_Human_metagenome_sample_700021901_from_subject_763820215__sex_female_
700021902	763820215	1	female	WUGC	Stool	NA	NA	HMP_Human_metagenome_sample_700021902_from_subject_763820215__sex_female_
700023056	763698834	1	female	WUGC	Supragingival_plaque	NA	NA	HMP_Human_metagenome_sample_700023056_from_subject_763698834__sex_female_
700023057	763698834	1	female	WUGC	Subgingival_plaque	NA	NA	HMP_Human_metagenome_sample_700023057_from_subject_763698834__sex_female_
700023058	763698834	1	female	WUGC	Tongue_dorsum	NA	NA	HMP_Human_metagenome_sample_700023058_from_subject_763698834__sex_female_
700023059	763698834	1	female	WUGC	Hard_palate	NA	NA	HMP_Human_metagenome_sample_700023059_from_subject_763698834__sex_female_
700023060	763698834	1	female	WUGC	Buccal_mucosa	NA	NA	HMP_Human_metagenome_sample_700023060_from_subject_763698834__sex_female_
700023061	763698834	1	female	WUGC	Attached_Keratinized_gingiva	NA	NA	HMP_Human_metagenome_sample_700023061_from_subject_763698834__sex_female_
700023062	763698834	1	female	WUGC	Palatine_Tonsils	NA	NA	HMP_Human_metagenome_sample_700023062_from_subject_763698834__sex_female_
700023063	763698834	1	female	WUGC	Throat	NA	NA	HMP_Human_metagenome_sample_700023063_from_subject_763698834__sex_female_
700023066	763698834	1	female	WUGC	Stool	NA	NA	HMP_Human_metagenome_sample_700023066_from_subject_763698834__sex_female_
700023067	763698834	1	female	WUGC	Vaginal_introitus	NA	NA	HMP_Human_metagenome_sample_700023067_from_subject_763698834__sex_female_
700023068	763698834	1	female	WUGC	Mid_vagina	NA	NA	HMP_Human_metagenome_sample_700023068_from_subject_763698834__sex_female_
700023069	763698834	1	female	WUGC	Posterior_fornix	NA	NA	HMP_Human_metagenome_sample_700023069_from_subject_763698834__sex_female_
700023070	763698834	1	female	WUGC	Left_Retroauricular_crease	NA	NA	HMP_Human_metagenome_sample_700023070_from_subject_763698834__sex_female_
700023071	763698834	1	female	WUGC	Right_Retroauricular_crease	NA	NA	HMP_Human_metagenome_sample_700023071_from_subject_763698834__sex_female_
700023073	763698834	1	female	WUGC	Right_Antecubital_fossa	NA	NA	HMP_Human_metagenome_sample_700023073_from_subject_763698834__sex_female_
700023074	763698834	1	female	WUGC	Anterior_nares	NA	NA	HMP_Human_metagenome_sample_700023074_from_subject_763698834__sex_female_
700023170	763638144	1	female	WUGC	Left_Retroauricular_crease	NA	NA	HMP_Human_metagenome_sample_700023170_from_subject_763638144__sex_female_
700023171	763638144	1	female	WUGC	Right_Retroauricular_crease	NA	NA	HMP_Human_metagenome_sample_700023171_from_subject_763638144__sex_female_
700023172	763638144	1	female	WUGC	Left_Antecubital_fossa	NA	NA	HMP_Human_metagenome_sample_700023172_from_subject_763638144__sex_female_
700023173	763638144	1	female	WUGC	Right_Antecubital_fossa	NA	NA	HMP_Human_metagenome_sample_700023173_from_subject_763638144__sex_female_
700023174	763638144	1	female	WUGC	Anterior_nares	NA	NA	HMP_Human_metagenome_sample_700023174_from_subject_763638144__sex_female_
700023175	763638144	1	female	WUGC	Vaginal_introitus	NA	NA	HMP_Human_metagenome_sample_700023175_from_subject_763638144__sex_female_
700023176	763638144	1	female	WUGC	Mid_vagina	NA	NA	HMP_Human_metagenome_sample_700023176_from_subject_763638144__sex_female_
700023177	763638144	1	female	WUGC	Posterior_fornix	NA	NA	HMP_Human_metagenome_sample_700023177_from_subject_763638144__sex_female_
700023178	763638144	1	female	WUGC	Supragingival_plaque	NA	NA	HMP_Human_metagenome_sample_700023178_from_subject_763638144__sex_female_
700023179	763638144	1	female	WUGC	Subgingival_plaque	NA	NA	HMP_Human_metagenome_sample_700023179_from_subject_763638144__sex_female_
700023180	763638144	1	female	WUGC	Saliva	NA	NA	HMP_Human_metagenome_sample_700023180_from_subject_763638144__sex_female_
700023182	763638144	1	female	WUGC	Tongue_dorsum	NA	NA	HMP_Human_metagenome_sample_700023182_from_subject_763638144__sex_female_
700023183	763638144	1	female	WUGC	Hard_palate	NA	NA	HMP_Human_metagenome_sample_700023183_from_subject_763638144__sex_female_
700023184	763638144	1	female	WUGC	Buccal_mucosa	NA	NA	HMP_Human_metagenome_sample_700023184_from_subject_763638144__sex_female_
700023185	763638144	1	female	WUGC	Attached_Keratinized_gingiva	NA	NA	HMP_Human_metagenome_sample_700023185_from_subject_763638144__sex_female_
700023186	763638144	1	female	WUGC	Palatine_Tonsils	NA	NA	HMP_Human_metagenome_sample_700023186_from_subject_763638144__sex_female_
700023187	763638144	1	female	WUGC	Throat	NA	NA	HMP_Human_metagenome_sample_700023187_from_subject_763638144__sex_female_
700023188	763638144	1	female	WUGC	Stool	NA	NA	HMP_Human_metagenome_sample_700023188_from_subject_763638144__sex_female_
700023227	763840445	1	female	WUGC	Tongue_dorsum	NA	NA	HMP_Human_metagenome_sample_700023227_from_subject_763840445__sex_female_
700023228	763840445	1	female	WUGC	Hard_palate	NA	NA	HMP_Human_metagenome_sample_700023228_from_subject_763840445__sex_female_
700023229	763840445	1	female	WUGC	Buccal_mucosa	NA	NA	HMP_Human_metagenome_sample_700023229_from_subject_763840445__sex_female_
700023230	763840445	1	female	WUGC	Attached_Keratinized_gingiva	NA	NA	HMP_Human_metagenome_sample_700023230_from_subject_763840445__sex_female_
700023231	763840445	1	female	WUGC	Throat	NA	NA	HMP_Human_metagenome_sample_700023231_from_subject_763840445__sex_female_
700023232	763840445	1	female	WUGC	Supragingival_plaque	NA	NA	HMP_Human_metagenome_sample_700023232_from_subject_763840445__sex_female_
700023233	763840445	1	female	WUGC	Subgingival_plaque	NA	NA	HMP_Human_metagenome_sample_700023233_from_subject_763840445__sex_female_
700023234	763840445	1	female	WUGC	Palatine_Tonsils	NA	NA	HMP_Human_metagenome_sample_700023234_from_subject_763840445__sex_female_
700023237	763840445	1	female	WUGC	Stool	NA	NA	HMP_Human_metagenome_sample_700023237_from_subject_763840445__sex_female_
700023239	763840445	1	female	WUGC	Right_Retroauricular_crease	NA	NA	HMP_Human_metagenome_sample_700023239_from_subject_763840445__sex_female_
700023240	763840445	1	female	WUGC	Left_Antecubital_fossa	NA	NA	HMP_Human_metagenome_sample_700023240_from_subject_763840445__sex_female_
700023241	763840445	1	female	WUGC	Right_Antecubital_fossa	NA	NA	HMP_Human_metagenome_sample_700023241_from_subject_763840445__sex_female_
700023242	763840445	1	female	WUGC	Anterior_nares	NA	NA	HMP_Human_metagenome_sample_700023242_from_subject_763840445__sex_female_
700023243	763840445	1	female	WUGC	Vaginal_introitus	NA	NA	HMP_Human_metagenome_sample_700023243_from_subject_763840445__sex_female_
700023244	763840445	1	female	WUGC	Mid_vagina	NA	NA	HMP_Human_metagenome_sample_700023244_from_subject_763840445__sex_female_
700023245	763840445	1	female	WUGC	Posterior_fornix	NA	NA	HMP_Human_metagenome_sample_700023245_from_subject_763840445__sex_female_
700023286	763597684	1	male	WUGC	Tongue_dorsum	NA	NA	HMP_Human_metagenome_sample_700023286_from_subject_763597684__sex_male_
700023287	763597684	1	male	WUGC	Hard_palate	NA	NA	HMP_Human_metagenome_sample_700023287_from_subject_763597684__sex_male_
700023288	763597684	1	male	WUGC	Buccal_mucosa	NA	NA	HMP_Human_metagenome_sample_700023288_from_subject_763597684__sex_male_
700023289	763597684	1	male	WUGC	Attached_Keratinized_gingiva	NA	NA	HMP_Human_metagenome_sample_700023289_from_subject_763597684__sex_male_
700023290	763597684	1	male	WUGC	Stool	NA	NA	HMP_Human_metagenome_sample_700023290_from_subject_763597684__sex_male_
700023291	763597684	1	male	WUGC	Palatine_Tonsils	NA	NA	HMP_Human_metagenome_sample_700023291_from_subject_763597684__sex_male_
700023292	763597684	1	male	WUGC	Throat	NA	NA	HMP_Human_metagenome_sample_700023292_from_subject_763597684__sex_male_
700023293	763597684	1	male	WUGC	Left_Retroauricular_crease	NA	NA	HMP_Human_metagenome_sample_700023293_from_subject_763597684__sex_male_
700023294	763597684	1	male	WUGC	Right_Retroauricular_crease	NA	NA	HMP_Human_metagenome_sample_700023294_from_subject_763597684__sex_male_
700023295	763597684	1	male	WUGC	Left_Antecubital_fossa	NA	NA	HMP_Human_metagenome_sample_700023295_from_subject_763597684__sex_male_
700023296	763597684	1	male	WUGC	Right_Antecubital_fossa	NA	NA	HMP_Human_metagenome_sample_700023296_from_subject_763597684__sex_male_
700023298	763597684	1	male	WUGC	Supragingival_plaque	NA	NA	HMP_Human_metagenome_sample_700023298_from_subject_763597684__sex_male_
700023299	763597684	1	male	WUGC	Subgingival_plaque	NA	NA	HMP_Human_metagenome_sample_700023299_from_subject_763597684__sex_male_
700023380	763719065	1	female	WUGC	Saliva	NA	NA	HMP_Human_metagenome_sample_700023380_from_subject_763719065__sex_female_
700023382	763719065	1	female	WUGC	Tongue_dorsum	NA	NA	HMP_Human_metagenome_sample_700023382_from_subject_763719065__sex_female_
700023383	763719065	1	female	WUGC	Hard_palate	NA	NA	HMP_Human_metagenome_sample_700023383_from_subject_763719065__sex_female_
700023385	763719065	1	female	WUGC	Attached_Keratinized_gingiva	NA	NA	HMP_Human_metagenome_sample_700023385_from_subject_763719065__sex_female_
700023386	763719065	1	female	WUGC	Palatine_Tonsils	NA	NA	HMP_Human_metagenome_sample_700023386_from_subject_763719065__sex_female_
700023387	763719065	1	female	WUGC	Throat	NA	NA	HMP_Human_metagenome_sample_700023387_from_subject_763719065__sex_female_
700023388	763719065	1	female	WUGC	Supragingival_plaque	NA	NA	HMP_Human_metagenome_sample_700023388_from_subject_763719065__sex_female_
700023389	763719065	1	female	WUGC	Subgingival_plaque	NA	NA	HMP_Human_metagenome_sample_700023389_from_subject_763719065__sex_female_
700023392	763719065	1	female	WUGC	Right_Retroauricular_crease	NA	NA	HMP_Human_metagenome_sample_700023392_from_subject_763719065__sex_female_
700023393	763719065	1	female	WUGC	Left_Antecubital_fossa	NA	NA	HMP_Human_metagenome_sample_700023393_from_subject_763719065__sex_female_
700023394	763719065	1	female	WUGC	Right_Antecubital_fossa	NA	NA	HMP_Human_metagenome_sample_700023394_from_subject_763719065__sex_female_
700023396	763719065	1	female	WUGC	Vaginal_introitus	NA	NA	HMP_Human_metagenome_sample_700023396_from_subject_763719065__sex_female_
700023397	763719065	1	female	WUGC	Mid_vagina	NA	NA	HMP_Human_metagenome_sample_700023397_from_subject_763719065__sex_female_
700023398	763719065	1	female	WUGC	Posterior_fornix	NA	NA	HMP_Human_metagenome_sample_700023398_from_subject_763719065__sex_female_
700023437	763921366	1	female	WUGC	Saliva	NA	NA	HMP_Human_metagenome_sample_700023437_from_subject_763921366__sex_female_
700023439	763921366	1	female	WUGC	Tongue_dorsum	NA	NA	HMP_Human_metagenome_sample_700023439_from_subject_763921366__sex_female_
700023440	763921366	1	female	WUGC	Hard_palate	NA	NA	HMP_Human_metagenome_sample_700023440_from_subject_763921366__sex_female_
700023441	763921366	1	female	WUGC	Buccal_mucosa	NA	NA	HMP_Human_metagenome_sample_700023441_from_subject_763921366__sex_female_
700023442	763921366	1	female	WUGC	Attached_Keratinized_gingiva	NA	NA	HMP_Human_metagenome_sample_700023442_from_subject_763921366__sex_female_
700023443	763921366	1	female	WUGC	Palatine_Tonsils	NA	NA	HMP_Human_metagenome_sample_700023443_from_subject_763921366__sex_female_
700023444	763921366	1	female	WUGC	Throat	NA	NA	HMP_Human_metagenome_sample_700023444_from_subject_763921366__sex_female_
700023445	763921366	1	female	WUGC	Supragingival_plaque	NA	NA	HMP_Human_metagenome_sample_700023445_from_subject_763921366__sex_female_
700023446	763921366	1	female	WUGC	Subgingival_plaque	NA	NA	HMP_Human_metagenome_sample_700023446_from_subject_763921366__sex_female_
700023447	763921366	1	female	WUGC	Stool	NA	NA	HMP_Human_metagenome_sample_700023447_from_subject_763921366__sex_female_
700023448	763921366	1	female	WUGC	Left_Retroauricular_crease	NA	NA	HMP_Human_metagenome_sample_700023448_from_subject_763921366__sex_female_
700023449	763921366	1	female	WUGC	Right_Retroauricular_crease	NA	NA	HMP_Human_metagenome_sample_700023449_from_subject_763921366__sex_female_
700023451	763921366	1	female	WUGC	Right_Antecubital_fossa	NA	NA	HMP_Human_metagenome_sample_700023451_from_subject_763921366__sex_female_
700023452	763921366	1	female	WUGC	Anterior_nares	NA	NA	HMP_Human_metagenome_sample_700023452_from_subject_763921366__sex_female_
700023453	763921366	1	female	WUGC	Vaginal_introitus	NA	NA	HMP_Human_metagenome_sample_700023453_from_subject_763921366__sex_female_
700023454	763921366	1	female	WUGC	Mid_vagina	NA	NA	HMP_Human_metagenome_sample_700023454_from_subject_763921366__sex_female_
700023455	763921366	1	female	WUGC	Posterior_fornix	NA	NA	HMP_Human_metagenome_sample_700023455_from_subject_763921366__sex_female_
700023494	764002286	1	male	WUGC	Saliva	NA	NA	HMP_Human_metagenome_sample_700023494_from_subject_764002286__sex_male_
700023496	764002286	1	male	WUGC	Tongue_dorsum	NA	NA	HMP_Human_metagenome_sample_700023496_from_subject_764002286__sex_male_
700023497	764002286	1	male	WUGC	Hard_palate	NA	NA	HMP_Human_metagenome_sample_700023497_from_subject_764002286__sex_male_
700023498	764002286	1	male	WUGC	Buccal_mucosa	NA	NA	HMP_Human_metagenome_sample_700023498_from_subject_764002286__sex_male_
700023499	764002286	1	male	WUGC	Attached_Keratinized_gingiva	NA	NA	HMP_Human_metagenome_sample_700023499_from_subject_764002286__sex_male_
700023500	764002286	1	male	WUGC	Palatine_Tonsils	NA	NA	HMP_Human_metagenome_sample_700023500_from_subject_764002286__sex_male_
700023501	764002286	1	male	WUGC	Throat	NA	NA	HMP_Human_metagenome_sample_700023501_from_subject_764002286__sex_male_
700023502	764002286	1	male	WUGC	Supragingival_plaque	NA	NA	HMP_Human_metagenome_sample_700023502_from_subject_764002286__sex_male_
700023503	764002286	1	male	WUGC	Subgingival_plaque	NA	NA	HMP_Human_metagenome_sample_700023503_from_subject_764002286__sex_male_
700023504	764002286	1	male	WUGC	Left_Retroauricular_crease	NA	NA	HMP_Human_metagenome_sample_700023504_from_subject_764002286__sex_male_
700023505	764002286	1	male	WUGC	Right_Retroauricular_crease	NA	NA	HMP_Human_metagenome_sample_700023505_from_subject_764002286__sex_male_
700023507	764002286	1	male	WUGC	Left_Antecubital_fossa	NA	NA	HMP_Human_metagenome_sample_700023507_from_subject_764002286__sex_male_
700023509	764002286	1	male	WUGC	Stool	NA	NA	HMP_Human_metagenome_sample_700023509_from_subject_764002286__sex_male_
700023543	763860675	1	male	WUGC	Tongue_dorsum	NA	NA	HMP_Human_metagenome_sample_700023543_from_subject_763860675__sex_male_
700023544	763860675	1	male	WUGC	Hard_palate	NA	NA	HMP_Human_metagenome_sample_700023544_from_subject_763860675__sex_male_
700023545	763860675	1	male	WUGC	Buccal_mucosa	NA	NA	HMP_Human_metagenome_sample_700023545_from_subject_763860675__sex_male_
700023546	763860675	1	male	WUGC	Attached_Keratinized_gingiva	NA	NA	HMP_Human_metagenome_sample_700023546_from_subject_763860675__sex_male_
700023547	763860675	1	male	WUGC	Palatine_Tonsils	NA	NA	HMP_Human_metagenome_sample_700023547_from_subject_763860675__sex_male_
700023548	763860675	1	male	WUGC	Throat	NA	NA	HMP_Human_metagenome_sample_700023548_from_subject_763860675__sex_male_
700023549	763860675	1	male	WUGC	Supragingival_plaque	NA	NA	HMP_Human_metagenome_sample_700023549_from_subject_763860675__sex_male_
700023550	763860675	1	male	WUGC	Subgingival_plaque	NA	NA	HMP_Human_metagenome_sample_700023550_from_subject_763860675__sex_male_
700023551	763860675	1	male	WUGC	Stool	NA	NA	HMP_Human_metagenome_sample_700023551_from_subject_763860675__sex_male_
700023552	763860675	1	male	WUGC	Left_Retroauricular_crease	NA	NA	HMP_Human_metagenome_sample_700023552_from_subject_763860675__sex_male_
700023553	763860675	1	male	WUGC	Right_Retroauricular_crease	NA	NA	HMP_Human_metagenome_sample_700023553_from_subject_763860675__sex_male_
700023554	763860675	1	male	WUGC	Left_Antecubital_fossa	NA	NA	HMP_Human_metagenome_sample_700023554_from_subject_763860675__sex_male_
700023556	763860675	1	male	WUGC	Anterior_nares	NA	NA	HMP_Human_metagenome_sample_700023556_from_subject_763860675__sex_male_
700023589	763880905	1	male	WUGC	Saliva	NA	NA	HMP_Human_metagenome_sample_700023589_from_subject_763880905__sex_male_
700023590	763880905	1	male	WUGC	Tongue_dorsum	NA	NA	HMP_Human_metagenome_sample_700023590_from_subject_763880905__sex_male_
700023591	763880905	1	male	WUGC	Hard_palate	NA	NA	HMP_Human_metagenome_sample_700023591_from_subject_763880905__sex_male_
700023592	763880905	1	male	WUGC	Buccal_mucosa	NA	NA	HMP_Human_metagenome_sample_700023592_from_subject_763880905__sex_male_
700023593	763880905	1	male	WUGC	Attached_Keratinized_gingiva	NA	NA	HMP_Human_metagenome_sample_700023593_from_subject_763880905__sex_male_
700023594	763880905	1	male	WUGC	Palatine_Tonsils	NA	NA	HMP_Human_metagenome_sample_700023594_from_subject_763880905__sex_male_
700023595	763880905	1	male	WUGC	Throat	NA	NA	HMP_Human_metagenome_sample_700023595_from_subject_763880905__sex_male_
700023596	763880905	1	male	WUGC	Supragingival_plaque	NA	NA	HMP_Human_metagenome_sample_700023596_from_subject_763880905__sex_male_
700023597	763880905	1	male	WUGC	Subgingival_plaque	NA	NA	HMP_Human_metagenome_sample_700023597_from_subject_763880905__sex_male_
700023599	763880905	1	male	WUGC	Right_Retroauricular_crease	NA	NA	HMP_Human_metagenome_sample_700023599_from_subject_763880905__sex_male_
700023600	763880905	1	male	WUGC	Left_Antecubital_fossa	NA	NA	HMP_Human_metagenome_sample_700023600_from_subject_763880905__sex_male_
700023602	763880905	1	male	WUGC	Anterior_nares	NA	NA	HMP_Human_metagenome_sample_700023602_from_subject_763880905__sex_male_
700023603	763880905	1	male	WUGC	Stool	NA	NA	HMP_Human_metagenome_sample_700023603_from_subject_763880905__sex_male_
700023634	764062976	1	female	WUGC	Stool	NA	NA	HMP_Human_metagenome_sample_700023634_from_subject_764062976__sex_female_
700023635	764062976	1	female	WUGC	Left_Retroauricular_crease	NA	NA	HMP_Human_metagenome_sample_700023635_from_subject_764062976__sex_female_
700023638	764062976	1	female	WUGC	Right_Antecubital_fossa	NA	NA	HMP_Human_metagenome_sample_700023638_from_subject_764062976__sex_female_
700023640	764062976	1	female	WUGC	Vaginal_introitus	NA	NA	HMP_Human_metagenome_sample_700023640_from_subject_764062976__sex_female_
700023641	764062976	1	female	WUGC	Mid_vagina	NA	NA	HMP_Human_metagenome_sample_700023641_from_subject_764062976__sex_female_
700023642	764062976	1	female	WUGC	Posterior_fornix	NA	NA	HMP_Human_metagenome_sample_700023642_from_subject_764062976__sex_female_
700023643	764062976	1	female	WUGC	Saliva	NA	NA	HMP_Human_metagenome_sample_700023643_from_subject_764062976__sex_female_
700023645	764062976	1	female	WUGC	Tongue_dorsum	NA	NA	HMP_Human_metagenome_sample_700023645_from_subject_764062976__sex_female_
700023646	764062976	1	female	WUGC	Hard_palate	NA	NA	HMP_Human_metagenome_sample_700023646_from_subject_764062976__sex_female_
700023647	764062976	1	female	WUGC	Buccal_mucosa	NA	NA	HMP_Human_metagenome_sample_700023647_from_subject_764062976__sex_female_
700023648	764062976	1	female	WUGC	Attached_Keratinized_gingiva	NA	NA	HMP_Human_metagenome_sample_700023648_from_subject_764062976__sex_female_
700023649	764062976	1	female	WUGC	Palatine_Tonsils	NA	NA	HMP_Human_metagenome_sample_700023649_from_subject_764062976__sex_female_
700023650	764062976	1	female	WUGC	Throat	NA	NA	HMP_Human_metagenome_sample_700023650_from_subject_764062976__sex_female_
700023651	764062976	1	female	WUGC	Supragingival_plaque	NA	NA	HMP_Human_metagenome_sample_700023651_from_subject_764062976__sex_female_
700023652	764062976	1	female	WUGC	Subgingival_plaque	NA	NA	HMP_Human_metagenome_sample_700023652_from_subject_764062976__sex_female_
700023691	763901136	1	female	WUGC	Saliva	NA	NA	HMP_Human_metagenome_sample_700023691_from_subject_763901136__sex_female_
700023693	763901136	1	female	WUGC	Tongue_dorsum	NA	NA	HMP_Human_metagenome_sample_700023693_from_subject_763901136__sex_female_
700023694	763901136	1	female	WUGC	Hard_palate	NA	NA	HMP_Human_metagenome_sample_700023694_from_subject_763901136__sex_female_
700023695	763901136	1	female	WUGC	Buccal_mucosa	NA	NA	HMP_Human_metagenome_sample_700023695_from_subject_763901136__sex_female_
700023696	763901136	1	female	WUGC	Attached_Keratinized_gingiva	NA	NA	HMP_Human_metagenome_sample_700023696_from_subject_763901136__sex_female_
700023697	763901136	1	female	WUGC	Palatine_Tonsils	NA	NA	HMP_Human_metagenome_sample_700023697_from_subject_763901136__sex_female_
700023698	763901136	1	female	WUGC	Throat	NA	NA	HMP_Human_metagenome_sample_700023698_from_subject_763901136__sex_female_
700023699	763901136	1	female	WUGC	Supragingival_plaque	NA	NA	HMP_Human_metagenome_sample_700023699_from_subject_763901136__sex_female_
700023700	763901136	1	female	WUGC	Subgingival_plaque	NA	NA	HMP_Human_metagenome_sample_700023700_from_subject_763901136__sex_female_
700023701	763901136	1	female	WUGC	Stool	NA	NA	HMP_Human_metagenome_sample_700023701_from_subject_763901136__sex_female_
700023702	763901136	1	female	WUGC	Left_Retroauricular_crease	NA	NA	HMP_Human_metagenome_sample_700023702_from_subject_763901136__sex_female_
700023703	763901136	1	female	WUGC	Right_Retroauricular_crease	NA	NA	HMP_Human_metagenome_sample_700023703_from_subject_763901136__sex_female_
700023704	763901136	1	female	WUGC	Left_Antecubital_fossa	NA	NA	HMP_Human_metagenome_sample_700023704_from_subject_763901136__sex_female_
700023706	763901136	1	female	WUGC	Anterior_nares	NA	NA	HMP_Human_metagenome_sample_700023706_from_subject_763901136__sex_female_
700023707	763901136	1	female	WUGC	Vaginal_introitus	NA	NA	HMP_Human_metagenome_sample_700023707_from_subject_763901136__sex_female_
700023708	763901136	1	female	WUGC	Mid_vagina	NA	NA	HMP_Human_metagenome_sample_700023708_from_subject_763901136__sex_female_
700023709	763901136	1	female	WUGC	Posterior_fornix	NA	NA	HMP_Human_metagenome_sample_700023709_from_subject_763901136__sex_female_
700023805	763759525	1	female	WUGC	Saliva	NA	NA	HMP_Human_metagenome_sample_700023805_from_subject_763759525__sex_female_
700023807	763759525	1	female	WUGC	Tongue_dorsum	NA	NA	HMP_Human_metagenome_sample_700023807_from_subject_763759525__sex_female_
700023808	763759525	1	female	WUGC	Hard_palate	NA	NA	HMP_Human_metagenome_sample_700023808_from_subject_763759525__sex_female_
700023809	763759525	1	female	WUGC	Buccal_mucosa	NA	NA	HMP_Human_metagenome_sample_700023809_from_subject_763759525__sex_female_
700023810	763759525	1	female	WUGC	Attached_Keratinized_gingiva	NA	NA	HMP_Human_metagenome_sample_700023810_from_subject_763759525__sex_female_
700023811	763759525	1	female	WUGC	Palatine_Tonsils	NA	NA	HMP_Human_metagenome_sample_700023811_from_subject_763759525__sex_female_
700023812	763759525	1	female	WUGC	Throat	NA	NA	HMP_Human_metagenome_sample_700023812_from_subject_763759525__sex_female_
700023813	763759525	1	female	WUGC	Supragingival_plaque	NA	NA	HMP_Human_metagenome_sample_700023813_from_subject_763759525__sex_female_
700023814	763759525	1	female	WUGC	Subgingival_plaque	NA	NA	HMP_Human_metagenome_sample_700023814_from_subject_763759525__sex_female_
700023815	763759525	1	female	WUGC	Stool	NA	NA	HMP_Human_metagenome_sample_700023815_from_subject_763759525__sex_female_
700023816	763759525	1	female	WUGC	Left_Retroauricular_crease	NA	NA	HMP_Human_metagenome_sample_700023816_from_subject_763759525__sex_female_
700023817	763759525	1	female	WUGC	Right_Retroauricular_crease	NA	NA	HMP_Human_metagenome_sample_700023817_from_subject_763759525__sex_female_
700023818	763759525	1	female	WUGC	Left_Antecubital_fossa	NA	NA	HMP_Human_metagenome_sample_700023818_from_subject_763759525__sex_female_
700023819	763759525	1	female	WUGC	Right_Antecubital_fossa	NA	NA	HMP_Human_metagenome_sample_700023819_from_subject_763759525__sex_female_
700023820	763759525	1	female	WUGC	Anterior_nares	NA	NA	HMP_Human_metagenome_sample_700023820_from_subject_763759525__sex_female_
700023821	763759525	1	female	WUGC	Vaginal_introitus	NA	NA	HMP_Human_metagenome_sample_700023821_from_subject_763759525__sex_female_
700023822	763759525	1	female	WUGC	Mid_vagina	NA	NA	HMP_Human_metagenome_sample_700023822_from_subject_763759525__sex_female_
700023823	763759525	1	female	WUGC	Posterior_fornix	NA	NA	HMP_Human_metagenome_sample_700023823_from_subject_763759525__sex_female_
700023862	764143897	1	female	WUGC	Saliva	NA	NA	HMP_Human_metagenome_sample_700023862_from_subject_764143897__sex_female_
700023864	764143897	1	female	WUGC	Tongue_dorsum	NA	NA	HMP_Human_metagenome_sample_700023864_from_subject_764143897__sex_female_
700023865	764143897	1	female	WUGC	Hard_palate	NA	NA	HMP_Human_metagenome_sample_700023865_from_subject_764143897__sex_female_
