#SampleID	RSID	visitno	sex	RUNCENTER	HMPbodysubsite	Mislabeled	Contaminated	Description
700023866	764143897	1	female	WUGC	Buccal_mucosa	NA	NA	HMP_Human_metagenome_sample_700023866_from_subject_764143897__sex_female_
700023867	764143897	1	female	WUGC	Attached_Keratinized_gingiva	NA	NA	HMP_Human_metagenome_sample_700023867_from_subject_764143897__sex_female_
700023868	764143897	1	female	WUGC	Palatine_Tonsils	NA	NA	HMP_Human_metagenome_sample_700023868_from_subject_764143897__sex_female_
700023869	764143897	1	female	WUGC	Throat	NA	NA	HMP_Human_metagenome_sample_700023869_from_subject_764143897__sex_female_
700023870	764143897	1	female	WUGC	Supragingival_plaque	NA	NA	HMP_Human_metagenome_sample_700023870_from_subject_764143897__sex_female_
700023871	764143897	1	female	WUGC	Subgingival_plaque	NA	NA	HMP_Human_metagenome_sample_700023871_from_subject_764143897__sex_female_
700023872	764143897	1	female	WUGC	Stool	NA	NA	HMP_Human_metagenome_sample_700023872_from_subject_764143897__sex_female_
700023873	764143897	1	female	WUGC	Left_Retroauricular_crease	NA	NA	HMP_Human_metagenome_sample_700023873_from_subject_764143897__sex_female_
700023874	764143897	1	female	WUGC	Right_Retroauricular_crease	NA	NA	HMP_Human_metagenome_sample_700023874_from_subject_764143897__sex_female_
700023875	764143897	1	female	WUGC	Left_Antecubital_fossa	NA	NA	HMP_Human_metagenome_sample_700023875_from_subject_764143897__sex_female_
700023876	764143897	1	female	WUGC	Right_Antecubital_fossa	NA	NA	HMP_Human_metagenome_sample_700023876_from_subject_764143897__sex_female_
700023877	764143897	1	female	WUGC	Anterior_nares	NA	NA	HMP_Human_metagenome_sample_700023877_from_subject_764143897__sex_female_
700023878	764143897	1	female	WUGC	Vaginal_introitus	NA	NA	HMP_Human_metagenome_sample_700023878_from_subject_764143897__sex_female_
700023879	764143897	1	female	WUGC	Mid_vagina	NA	NA	HMP_Human_metagenome_sample_700023879_from_subject_764143897__sex_female_
700023880	764143897	1	female	WUGC	Posterior_fornix	NA	NA	HMP_Human_metagenome_sample_700023880_from_subject_764143897__sex_female_
700023919	763982056	1	male	WUGC	Stool	NA	NA	HMP_Human_metagenome_sample_700023919_from_subject_763982056__sex_male_
700023920	763982056	1	male	WUGC	Left_Retroauricular_crease	NA	NA	HMP_Human_metagenome_sample_700023920_from_subject_763982056__sex_male_
700023921	763982056	1	male	WUGC	Right_Retroauricular_crease	NA	NA	HMP_Human_metagenome_sample_700023921_from_subject_763982056__sex_male_
700023922	763982056	1	male	WUGC	Left_Antecubital_fossa	NA	NA	HMP_Human_metagenome_sample_700023922_from_subject_763982056__sex_male_
700023923	763982056	1	male	WUGC	Right_Antecubital_fossa	NA	NA	HMP_Human_metagenome_sample_700023923_from_subject_763982056__sex_male_
700023924	763982056	1	male	WUGC	Anterior_nares	NA	NA	HMP_Human_metagenome_sample_700023924_from_subject_763982056__sex_male_
700023925	763982056	1	male	WUGC	Saliva	NA	NA	HMP_Human_metagenome_sample_700023925_from_subject_763982056__sex_male_
700023927	763982056	1	male	WUGC	Tongue_dorsum	NA	NA	HMP_Human_metagenome_sample_700023927_from_subject_763982056__sex_male_
700023928	763982056	1	male	WUGC	Hard_palate	NA	NA	HMP_Human_metagenome_sample_700023928_from_subject_763982056__sex_male_
700023929	763982056	1	male	WUGC	Buccal_mucosa	NA	NA	HMP_Human_metagenome_sample_700023929_from_subject_763982056__sex_male_
700023930	763982056	1	male	WUGC	Attached_Keratinized_gingiva	NA	NA	HMP_Human_metagenome_sample_700023930_from_subject_763982056__sex_male_
700023931	763982056	1	male	WUGC	Palatine_Tonsils	NA	NA	HMP_Human_metagenome_sample_700023931_from_subject_763982056__sex_male_
700023932	763982056	1	male	WUGC	Throat	NA	NA	HMP_Human_metagenome_sample_700023932_from_subject_763982056__sex_male_
700023933	763982056	1	male	WUGC	Supragingival_plaque	NA	NA	HMP_Human_metagenome_sample_700023933_from_subject_763982056__sex_male_
700023934	763982056	1	male	WUGC	Subgingival_plaque	NA	NA	HMP_Human_metagenome_sample_700023934_from_subject_763982056__sex_male_
700023967	764184357	1	female	WUGC	Stool	NA	NA	HMP_Human_metagenome_sample_700023967_from_subject_764184357__sex_female_
700023968	764184357	1	female	WUGC	Left_Retroauricular_crease	NA	NA	HMP_Human_metagenome_sample_700023968_from_subject_764184357__sex_female_
700023969	764184357	1	female	WUGC	Right_Retroauricular_crease	NA	NA	HMP_Human_metagenome_sample_700023969_from_subject_764184357__sex_female_
700023971	764184357	1	female	WUGC	Right_Antecubital_fossa	NA	NA	HMP_Human_metagenome_sample_700023971_from_subject_764184357__sex_female_
700023972	764184357	1	female	WUGC	Anterior_nares	NA	NA	HMP_Human_metagenome_sample_700023972_from_subject_764184357__sex_female_
700023974	764184357	1	female	WUGC	Mid_vagina	NA	NA	HMP_Human_metagenome_sample_700023974_from_subject_764184357__sex_female_
700023975	764184357	1	female	WUGC	Posterior_fornix	NA	NA	HMP_Human_metagenome_sample_700023975_from_subject_764184357__sex_female_
700023976	764184357	1	female	WUGC	Saliva	NA	NA	HMP_Human_metagenome_sample_700023976_from_subject_764184357__sex_female_
700023978	764184357	1	female	WUGC	Tongue_dorsum	NA	NA	HMP_Human_metagenome_sample_700023978_from_subject_764184357__sex_female_
700023979	764184357	1	female	WUGC	Hard_palate	NA	NA	HMP_Human_metagenome_sample_700023979_from_subject_764184357__sex_female_
700023980	764184357	1	female	WUGC	Buccal_mucosa	NA	NA	HMP_Human_metagenome_sample_700023980_from_subject_764184357__sex_female_
700023981	764184357	1	female	WUGC	Attached_Keratinized_gingiva	NA	NA	HMP_Human_metagenome_sample_700023981_from_subject_764184357__sex_female_
700023982	764184357	1	female	WUGC	Palatine_Tonsils	NA	NA	HMP_Human_metagenome_sample_700023982_from_subject_764184357__sex_female_
700023984	764184357	1	female	WUGC	Supragingival_plaque	NA	NA	HMP_Human_metagenome_sample_700023984_from_subject_764184357__sex_female_
700023985	764184357	1	female	WUGC	Subgingival_plaque	NA	NA	HMP_Human_metagenome_sample_700023985_from_subject_764184357__sex_female_
700024024	764042746	1	female	WUGC	Stool	NA	NA	HMP_Human_metagenome_sample_700024024_from_subject_764042746__sex_female_
700024027	764042746	1	female	WUGC	Tongue_dorsum	NA	NA	HMP_Human_metagenome_sample_700024027_from_subject_764042746__sex_female_
700024028	764042746	1	female	WUGC	Hard_palate	NA	NA	HMP_Human_metagenome_sample_700024028_from_subject_764042746__sex_female_
700024029	764042746	1	female	WUGC	Buccal_mucosa	NA	NA	HMP_Human_metagenome_sample_700024029_from_subject_764042746__sex_female_
700024030	764042746	1	female	WUGC	Attached_Keratinized_gingiva	NA	NA	HMP_Human_metagenome_sample_700024030_from_subject_764042746__sex_female_
700024031	764042746	1	female	WUGC	Palatine_Tonsils	NA	NA	HMP_Human_metagenome_sample_700024031_from_subject_764042746__sex_female_
700024032	764042746	1	female	WUGC	Throat	NA	NA	HMP_Human_metagenome_sample_700024032_from_subject_764042746__sex_female_
700024033	764042746	1	female	WUGC	Supragingival_plaque	NA	NA	HMP_Human_metagenome_sample_700024033_from_subject_764042746__sex_female_
700024034	764042746	1	female	WUGC	Subgingival_plaque	NA	NA	HMP_Human_metagenome_sample_700024034_from_subject_764042746__sex_female_
700024040	764042746	1	female	WUGC	Vaginal_introitus	NA	NA	HMP_Human_metagenome_sample_700024040_from_subject_764042746__sex_female_
700024041	764042746	1	female	WUGC	Mid_vagina	NA	NA	HMP_Human_metagenome_sample_700024041_from_subject_764042746__sex_female_
700024042	764042746	1	female	WUGC	Posterior_fornix	NA	NA	HMP_Human_metagenome_sample_700024042_from_subject_764042746__sex_female_
700024081	764083206	1	male	WUGC	Left_Retroauricular_crease	NA	NA	HMP_Human_metagenome_sample_700024081_from_subject_764083206__sex_male_
700024082	764083206	1	male	WUGC	Right_Retroauricular_crease	NA	NA	HMP_Human_metagenome_sample_700024082_from_subject_764083206__sex_male_
700024085	764083206	1	male	WUGC	Anterior_nares	NA	NA	HMP_Human_metagenome_sample_700024085_from_subject_764083206__sex_male_
700024086	764083206	1	male	WUGC	Stool	NA	NA	HMP_Human_metagenome_sample_700024086_from_subject_764083206__sex_male_
700024087	764083206	1	male	WUGC	Saliva	NA	NA	HMP_Human_metagenome_sample_700024087_from_subject_764083206__sex_male_
700024089	764083206	1	male	WUGC	Tongue_dorsum	FALSE	FALSE	HMP_Human_metagenome_sample_700024089_from_subject_764083206__sex_male_
700024090	764083206	1	male	WUGC	Hard_palate	NA	NA	HMP_Human_metagenome_sample_700024090_from_subject_764083206__sex_male_
700024091	764083206	1	male	WUGC	Buccal_mucosa	NA	NA	HMP_Human_metagenome_sample_700024091_from_subject_764083206__sex_male_
700024092	764083206	1	male	WUGC	Attached_Keratinized_gingiva	NA	NA	HMP_Human_metagenome_sample_700024092_from_subject_764083206__sex_male_
700024093	764083206	1	male	WUGC	Palatine_Tonsils	NA	NA	HMP_Human_metagenome_sample_700024093_from_subject_764083206__sex_male_
700024094	764083206	1	male	WUGC	Throat	NA	NA	HMP_Human_metagenome_sample_700024094_from_subject_764083206__sex_male_
700024095	764083206	1	male	WUGC	Supragingival_plaque	NA	NA	HMP_Human_metagenome_sample_700024095_from_subject_764083206__sex_male_
700024096	764083206	1	male	WUGC	Subgingival_plaque	NA	NA	HMP_Human_metagenome_sample_700024096_from_subject_764083206__sex_male_
700024129	764245047	1	female	WUGC	Left_Retroauricular_crease	NA	NA	HMP_Human_metagenome_sample_700024129_from_subject_764245047__sex_female_
700024130	764245047	1	female	WUGC	Right_Retroauricular_crease	NA	NA	HMP_Human_metagenome_sample_700024130_from_subject_764245047__sex_female_
700024132	764245047	1	female	WUGC	Right_Antecubital_fossa	NA	NA	HMP_Human_metagenome_sample_700024132_from_subject_764245047__sex_female_
700024134	764245047	1	female	WUGC	Vaginal_introitus	NA	NA	HMP_Human_metagenome_sample_700024134_from_subject_764245047__sex_female_
700024135	764245047	1	female	WUGC	Mid_vagina	NA	NA	HMP_Human_metagenome_sample_700024135_from_subject_764245047__sex_female_
700024136	764245047	1	female	WUGC	Posterior_fornix	NA	NA	HMP_Human_metagenome_sample_700024136_from_subject_764245047__sex_female_
700024139	764245047	1	female	WUGC	Tongue_dorsum	NA	NA	HMP_Human_metagenome_sample_700024139_from_subject_764245047__sex_female_
700024140	764245047	1	female	WUGC	Hard_palate	NA	NA	HMP_Human_metagenome_sample_700024140_from_subject_764245047__sex_female_
700024141	764245047	1	female	WUGC	Stool	NA	NA	HMP_Human_metagenome_sample_700024141_from_subject_764245047__sex_female_
700024142	764245047	1	female	WUGC	Buccal_mucosa	NA	NA	HMP_Human_metagenome_sample_700024142_from_subject_764245047__sex_female_
700024143	764245047	1	female	WUGC	Attached_Keratinized_gingiva	NA	NA	HMP_Human_metagenome_sample_700024143_from_subject_764245047__sex_female_
700024144	764245047	1	female	WUGC	Palatine_Tonsils	NA	NA	HMP_Human_metagenome_sample_700024144_from_subject_764245047__sex_female_
700024145	764245047	1	female	WUGC	Throat	NA	NA	HMP_Human_metagenome_sample_700024145_from_subject_764245047__sex_female_
700024146	764245047	1	female	WUGC	Supragingival_plaque	NA	NA	HMP_Human_metagenome_sample_700024146_from_subject_764245047__sex_female_
700024147	764245047	1	female	WUGC	Subgingival_plaque	NA	NA	HMP_Human_metagenome_sample_700024147_from_subject_764245047__sex_female_
700024190	764285508	1	male	WUGC	Saliva	NA	NA	HMP_Human_metagenome_sample_700024190_from_subject_764285508__sex_male_
700024192	764285508	1	male	WUGC	Tongue_dorsum	NA	NA	HMP_Human_metagenome_sample_700024192_from_subject_764285508__sex_male_
700024194	764285508	1	male	WUGC	Hard_palate	NA	NA	HMP_Human_metagenome_sample_700024194_from_subject_764285508__sex_male_
700024195	764285508	1	male	WUGC	Buccal_mucosa	NA	NA	HMP_Human_metagenome_sample_700024195_from_subject_764285508__sex_male_
700024196	764285508	1	male	WUGC	Attached_Keratinized_gingiva	NA	NA	HMP_Human_metagenome_sample_700024196_from_subject_764285508__sex_male_
700024197	764285508	1	male	WUGC	Palatine_Tonsils	NA	NA	HMP_Human_metagenome_sample_700024197_from_subject_764285508__sex_male_
700024198	764285508	1	male	WUGC	Throat	NA	NA	HMP_Human_metagenome_sample_700024198_from_subject_764285508__sex_male_
700024199	764285508	1	male	WUGC	Supragingival_plaque	NA	NA	HMP_Human_metagenome_sample_700024199_from_subject_764285508__sex_male_
700024200	764285508	1	male	WUGC	Subgingival_plaque	NA	NA	HMP_Human_metagenome_sample_700024200_from_subject_764285508__sex_male_
700024201	764285508	1	male	WUGC	Stool	NA	NA	HMP_Human_metagenome_sample_700024201_from_subject_764285508__sex_male_
700024234	764346198	1	female	WUGC	Stool	NA	NA	HMP_Human_metagenome_sample_700024234_from_subject_764346198__sex_female_
700024235	764346198	1	female	WUGC	Left_Retroauricular_crease	NA	NA	HMP_Human_metagenome_sample_700024235_from_subject_764346198__sex_female_
700024236	764346198	1	female	WUGC	Right_Retroauricular_crease	NA	NA	HMP_Human_metagenome_sample_700024236_from_subject_764346198__sex_female_
700024237	764346198	1	female	WUGC	Left_Antecubital_fossa	NA	NA	HMP_Human_metagenome_sample_700024237_from_subject_764346198__sex_female_
700024238	764346198	1	female	WUGC	Right_Antecubital_fossa	NA	NA	HMP_Human_metagenome_sample_700024238_from_subject_764346198__sex_female_
700024239	764346198	1	female	WUGC	Anterior_nares	NA	NA	HMP_Human_metagenome_sample_700024239_from_subject_764346198__sex_female_
700024240	764346198	1	female	WUGC	Vaginal_introitus	NA	NA	HMP_Human_metagenome_sample_700024240_from_subject_764346198__sex_female_
700024241	764346198	1	female	WUGC	Mid_vagina	NA	NA	HMP_Human_metagenome_sample_700024241_from_subject_764346198__sex_female_
700024242	764346198	1	female	WUGC	Posterior_fornix	NA	NA	HMP_Human_metagenome_sample_700024242_from_subject_764346198__sex_female_
700024245	764346198	1	female	WUGC	Tongue_dorsum	NA	NA	HMP_Human_metagenome_sample_700024245_from_subject_764346198__sex_female_
700024246	764346198	1	female	WUGC	Hard_palate	NA	NA	HMP_Human_metagenome_sample_700024246_from_subject_764346198__sex_female_
700024247	764346198	1	female	WUGC	Buccal_mucosa	NA	NA	HMP_Human_metagenome_sample_700024247_from_subject_764346198__sex_female_
700024248	764346198	1	female	WUGC	Attached_Keratinized_gingiva	NA	NA	HMP_Human_metagenome_sample_700024248_from_subject_764346198__sex_female_
700024249	764346198	1	female	WUGC	Palatine_Tonsils	NA	NA	HMP_Human_metagenome_sample_700024249_from_subject_764346198__sex_female_
700024250	764346198	1	female	WUGC	Throat	NA	NA	HMP_Human_metagenome_sample_700024250_from_subject_764346198__sex_female_
700024251	764346198	1	female	WUGC	Supragingival_plaque	NA	NA	HMP_Human_metagenome_sample_700024251_from_subject_764346198__sex_female_
700024252	764346198	1	female	WUGC	Subgingival_plaque	NA	NA	HMP_Human_metagenome_sample_700024252_from_subject_764346198__sex_female_
700024291	764487809	1	male	WUGC	Left_Retroauricular_crease	NA	NA	HMP_Human_metagenome_sample_700024291_from_subject_764487809__sex_male_
700024292	764487809	1	male	WUGC	Right_Retroauricular_crease	NA	NA	HMP_Human_metagenome_sample_700024292_from_subject_764487809__sex_male_
700024293	764487809	1	male	WUGC	Left_Antecubital_fossa	NA	NA	HMP_Human_metagenome_sample_700024293_from_subject_764487809__sex_male_
700024294	764487809	1	male	WUGC	Right_Antecubital_fossa	NA	NA	HMP_Human_metagenome_sample_700024294_from_subject_764487809__sex_male_
700024295	764487809	1	male	WUGC	Anterior_nares	NA	NA	HMP_Human_metagenome_sample_700024295_from_subject_764487809__sex_male_
700024296	764487809	1	male	WUGC	Stool	NA	NA	HMP_Human_metagenome_sample_700024296_from_subject_764487809__sex_male_
700024297	764487809	1	male	WUGC	Saliva	NA	NA	HMP_Human_metagenome_sample_700024297_from_subject_764487809__sex_male_
700024299	764487809	1	male	WUGC	Tongue_dorsum	NA	NA	HMP_Human_metagenome_sample_700024299_from_subject_764487809__sex_male_
700024300	764487809	1	male	WUGC	Hard_palate	NA	NA	HMP_Human_metagenome_sample_700024300_from_subject_764487809__sex_male_
700024301	764487809	1	male	WUGC	Buccal_mucosa	NA	NA	HMP_Human_metagenome_sample_700024301_from_subject_764487809__sex_male_
700024302	764487809	1	male	WUGC	Attached_Keratinized_gingiva	NA	NA	HMP_Human_metagenome_sample_700024302_from_subject_764487809__sex_male_
700024303	764487809	1	male	WUGC	Palatine_Tonsils	NA	NA	HMP_Human_metagenome_sample_700024303_from_subject_764487809__sex_male_
700024304	764487809	1	male	WUGC	Throat	NA	NA	HMP_Human_metagenome_sample_700024304_from_subject_764487809__sex_male_
700024305	764487809	1	male	WUGC	Supragingival_plaque	NA	NA	HMP_Human_metagenome_sample_700024305_from_subject_764487809__sex_male_
700024306	764487809	1	male	WUGC	Subgingival_plaque	NA	NA	HMP_Human_metagenome_sample_700024306_from_subject_764487809__sex_male_
700024339	764467579	1	female	WUGC	Saliva	NA	NA	HMP_Human_metagenome_sample_700024339_from_subject_764467579__sex_female_
700024341	764467579	1	female	WUGC	Tongue_dorsum	NA	NA	HMP_Human_metagenome_sample_700024341_from_subject_764467579__sex_female_
700024342	764467579	1	female	WUGC	Hard_palate	NA	NA	HMP_Human_metagenome_sample_700024342_from_subject_764467579__sex_female_
700024343	764467579	1	female	WUGC	Buccal_mucosa	NA	NA	HMP_Human_metagenome_sample_700024343_from_subject_764467579__sex_female_
700024344	764467579	1	female	WUGC	Attached_Keratinized_gingiva	NA	NA	HMP_Human_metagenome_sample_700024344_from_subject_764467579__sex_female_
700024345	764467579	1	female	WUGC	Palatine_Tonsils	NA	NA	HMP_Human_metagenome_sample_700024345_from_subject_764467579__sex_female_
700024346	764467579	1	female	WUGC	Throat	NA	NA	HMP_Human_metagenome_sample_700024346_from_subject_764467579__sex_female_
700024347	764467579	1	female	WUGC	Supragingival_plaque	NA	NA	HMP_Human_metagenome_sample_700024347_from_subject_764467579__sex_female_
700024348	764467579	1	female	WUGC	Subgingival_plaque	NA	NA	HMP_Human_metagenome_sample_700024348_from_subject_764467579__sex_female_
700024349	764467579	1	female	WUGC	Stool	NA	NA	HMP_Human_metagenome_sample_700024349_from_subject_764467579__sex_female_
700024355	764467579	1	female	WUGC	Vaginal_introitus	NA	NA	HMP_Human_metagenome_sample_700024355_from_subject_764467579__sex_female_
